geo,geopolitical_entity,obs_value,year,month,source
PL,Poland,577.0,2025,9,Eurostat
PL,Poland,578.0,2025,10,Eurostat
PL,Poland,574.0,2025,11,Eurostat
PL,Poland,570.0,2025,12,Eurostat
PL,Poland,565.0,2026,1,Eurostat
PL,Poland,577.0,2026,2,Eurostat
PL,Poland,591.0,2026,3,Eurostat
PT,Portugal,333.0,2025,7,Eurostat
PT,Portugal,337.0,2025,8,Eurostat
PT,Portugal,336.0,2025,9,Eurostat
PT,Portugal,328.0,2025,10,Eurostat
PT,Portugal,319.0,2025,11,Eurostat
PT,Portugal,314.0,2025,12,Eurostat
PT,Portugal,315.0,2026,1,Eurostat
PT,Portugal,326.0,2026,2,Eurostat
PT,Portugal,328.0,2026,3,Eurostat
RO,Romania,485.0,2025,7,Eurostat
RO,Romania,495.0,2025,8,Eurostat
RO,Romania,491.0,2025,9,Eurostat
RO,Romania,496.0,2025,10,Eurostat
RO,Romania,512.0,2025,11,Eurostat
RO,Romania,499.0,2025,12,Eurostat
RO,Romania,491.0,2026,1,Eurostat
RO,Romania,495.0,2026,2,Eurostat
RO,Romania,504.0,2026,3,Eurostat
SE,Sweden,511.0,2025,7,Eurostat
SE,Sweden,509.0,2025,8,Eurostat
SE,Sweden,503.0,2025,9,Eurostat
SE,Sweden,539.0,2025,10,Eurostat
SE,Sweden,523.0,2025,11,Eurostat
SE,Sweden,510.0,2025,12,Eurostat
SE,Sweden,465.0,2026,1,Eurostat
SE,Sweden,487.0,2026,2,Eurostat
SE,Sweden,537.0,2026,3,Eurostat
SE,Sweden,486.0,2026,4,Eurostat
SI,Slovenia,39.0,2025,7,Eurostat
SI,Slovenia,41.0,2025,8,Eurostat
SI,Slovenia,43.0,2025,9,Eurostat
SI,Slovenia,44.0,2025,10,Eurostat
SI,Slovenia,43.0,2025,11,Eurostat
SI,Slovenia,42.0,2025,12,Eurostat
SI,Slovenia,40.0,2026,1,Eurostat
SI,Slovenia,39.0,2026,2,Eurostat
SI,Slovenia,40.0,2026,3,Eurostat
SK,Slovakia,150.0,2025,7,Eurostat
SK,Slovakia,150.0,2025,8,Eurostat
SK,Slovakia,151.0,2025,9,Eurostat
SK,Slovakia,152.0,2025,10,Eurostat
SK,Slovakia,153.0,2025,11,Eurostat
SK,Slovakia,154.0,2025,12,Eurostat
SK,Slovakia,155.0,2026,1,Eurostat
SK,Slovakia,154.0,2026,2,Eurostat
SK,Slovakia,154.0,2026,3,Eurostat
TR,Türkiye,2868.0,2025,7,Eurostat
TR,Türkiye,3036.0,2025,8,Eurostat
TR,Türkiye,3046.0,2025,9,Eurostat
TR,Türkiye,3011.0,2025,10,Eurostat
TR,Türkiye,3067.0,2025,11,Eurostat
TR,Türkiye,2762.0,2025,12,Eurostat
TR,Türkiye,2841.0,2026,1,Eurostat
TR,Türkiye,2969.0,2026,2,Eurostat
TR,Türkiye,2873.0,2026,3,Eurostat
US,United States,7234.0,2025,7,Eurostat
US,United States,7409.0,2025,8,Eurostat
US,United States,7568.0,2025,9,Eurostat
US,United States,7859.0,2025,11,Eurostat
US,United States,7516.0,2025,12,Eurostat
US,United States,7379.0,2026,1,Eurostat
US,United States,7640.0,2026,2,Eurostat
US,United States,7186.0,2026,3,Eurostat
